136477138,"[157.0, 2]"
192389582,"[180.0, 1]"
86770710,"[323.0, 1]"
84060273,"[249.5, 2]"
78362704,"[144.0, 2]"
112220059,"[415.0, 2]"
83487685,"[449.5, 2]"
86179205,"[220.00000000000003, 1]"
141129174,"[151.0, 1]"
332242377,"[274.0, 2]"
153998810,"[149.0, 1]"
40865572,"[206.0, 1]"
95576973,"[261.5, 2]"
108686019,"[692.0, 1]"
209848885,"[673.0, 1]"
121388910,"[591.5, 2]"
302358247,"[-13.0, 2]"
86834494,"[410.0, 2]"
89772237,"[124.5, 2]"
100918634,"[-78.0, 2]"
81110788,"[525.5, 2]"
140674032,"[385.5, 2]"
117329309,"[122.0, 2]"
