136477138,"[270.5, 2]"
192389582,"[238, 1]"
86770710,"[298, 1]"
84060273,"[277.0, 2]"
78362704,"[299.0, 2]"
112220059,"[302.0, 2]"
83487685,"[356.5, 2]"
86179205,"[280, 1]"
141129174,"[329, 1]"
332242377,"[416.0, 2]"
153998810,"[283, 1]"
40865572,"[299, 1]"
95576973,"[410.0, 2]"
108686019,"[332, 1]"
209848885,"[333, 1]"
121388910,"[351.0, 2]"
302358247,"[185.5, 2]"
86834494,"[288.0, 2]"
89772237,"[309.5, 2]"
100918634,"[402.0, 2]"
81110788,"[352.0, 2]"
140674032,"[271.0, 2]"
117329309,"[242.0, 2]"
